P201_20181101 1 BNA_mPFC2 NA B1B2
P201_20181101 2 BNA_mPFC2 NA B1B2
P201_20181101 3 BNA_mPFC2 0.11102083029365 B1B2
P201_20181101 4 BNA_mPFC2 -0.0785367490045919 B1B2
P201_20181101 5 BNA_mPFC2 NA B2B1
P201_20181101 6 BNA_mPFC2 0.0322853039028131 B2B1
P201_20181101 7 BNA_mPFC2 0.0703936666919935 B2B1
P201_20181101 8 BNA_mPFC2 0.127156143628554 B2B1
P201_20181101 9 BNA_mPFC2 NA B2B1
P201_20181101 10 BNA_mPFC2 NA K1K2
P201_20181101 11 BNA_mPFC2 NA K1K2
P201_20181101 12 BNA_mPFC2 NA K1K2
P201_20181101 13 BNA_mPFC2 NA K2K1
P201_20181101 14 BNA_mPFC2 NA K2K1
P201_20181101 15 BNA_mPFC2 NA K2K1
S205_20181116 1 BNA_mPFC2 0.178261515160405 B1B2
S205_20181116 2 BNA_mPFC2 0.197047665052621 B1B2
S205_20181116 3 BNA_mPFC2 0.194042109961644 B1B2
S205_20181116 4 BNA_mPFC2 0.179022166615347 B1B2
S205_20181116 5 BNA_mPFC2 0.248333728394423 B1B2
S205_20181116 6 BNA_mPFC2 0.248470885244707 B1B2
S205_20181116 7 BNA_mPFC2 0.023759315531844 B2B1
S205_20181116 8 BNA_mPFC2 0.215889802752691 B2B1
S205_20181116 9 BNA_mPFC2 0.137230839248195 B2B1
S205_20181116 10 BNA_mPFC2 0.179117855085888 B2B1
S205_20181116 11 BNA_mPFC2 NA B2B1
S205_20181116 12 BNA_mPFC2 NA B2B1
S205_20181116 13 BNA_mPFC2 NA K1K2
S205_20181116 14 BNA_mPFC2 NA K1K2
S205_20181116 15 BNA_mPFC2 NA K1K2
S205_20181116 16 BNA_mPFC2 NA K2K1
S205_20181116 17 BNA_mPFC2 NA K2K1
S205_20181116 18 BNA_mPFC2 NA K2K1
S206_20181122 1 BNA_mPFC2 NA B1B2
S206_20181122 2 BNA_mPFC2 NA B1B2
S206_20181122 3 BNA_mPFC2 NA B1B2
S206_20181122 4 BNA_mPFC2 -0.216775153116606 B2B1
S206_20181122 5 BNA_mPFC2 -0.118363538125771 B2B1
S206_20181122 6 BNA_mPFC2 -0.0639950230038658 B2B1
S206_20181122 7 BNA_mPFC2 -0.155472692649301 B2B1
S206_20181122 8 BNA_mPFC2 -0.0639163165111196 B2B1
S206_20181122 9 BNA_mPFC2 -0.0899152982516575 B2B1
S206_20181122 10 BNA_mPFC2 NA B2B1
S206_20181122 11 BNA_mPFC2 NA B2B1
S206_20181122 12 BNA_mPFC2 -0.0919710445664754 K1K2
S206_20181122 13 BNA_mPFC2 -0.171856631084971 K1K2
S206_20181122 14 BNA_mPFC2 NA K1K2
S206_20181122 15 BNA_mPFC2 NA K1K2
S206_20181122 16 BNA_mPFC2 NA K2K1
S206_20181122 17 BNA_mPFC2 NA K2K1
S206_20181122 18 BNA_mPFC2 NA K2K1
S207_20181129 1 BNA_mPFC2 0.120267601338757 B1B2
S207_20181129 2 BNA_mPFC2 NA B1B2
S207_20181129 3 BNA_mPFC2 NA B1B2
S207_20181129 4 BNA_mPFC2 -0.0291119272045935 B2B1
S207_20181129 5 BNA_mPFC2 0.0562087920793288 B2B1
S207_20181129 6 BNA_mPFC2 0.148799141109845 B2B1
S207_20181129 7 BNA_mPFC2 -0.0632435798433969 B2B1
S207_20181129 8 BNA_mPFC2 0.187729351026309 B2B1
S207_20181129 9 BNA_mPFC2 0.230954165440285 B2B1
S207_20181129 10 BNA_mPFC2 NA B2B1
S207_20181129 11 BNA_mPFC2 NA K1K2
S207_20181129 12 BNA_mPFC2 -0.0350402106189188 K1K2
S207_20181129 13 BNA_mPFC2 0.197927023794368 K1K2
S207_20181129 14 BNA_mPFC2 NA K2K1
S207_20181129 15 BNA_mPFC2 NA K2K1
S207_20181129 16 BNA_mPFC2 NA K2K1
S209_20190117 1 BNA_mPFC2 NA B1B2
S209_20190117 2 BNA_mPFC2 0.0380638963816441 B1B2
S209_20190117 3 BNA_mPFC2 0.0613635396637105 B1B2
S209_20190117 4 BNA_mPFC2 NA B1B2
S209_20190117 5 BNA_mPFC2 -0.0536737362362531 B2B1
S209_20190117 6 BNA_mPFC2 -0.034593212598326 B2B1
S209_20190117 7 BNA_mPFC2 0.0275571514562823 B2B1
S209_20190117 8 BNA_mPFC2 0.190052988785789 B2B1
S209_20190117 9 BNA_mPFC2 0.130738345593574 B2B1
S209_20190117 10 BNA_mPFC2 0.0761500650961551 B2B1
S209_20190117 11 BNA_mPFC2 0.20986273352326 B2B1
S209_20190117 12 BNA_mPFC2 0.135035581922614 B2B1
S209_20190117 13 BNA_mPFC2 -0.170376586586436 K1K2
S209_20190117 14 BNA_mPFC2 0.0543683160396688 K1K2
S209_20190117 15 BNA_mPFC2 NA K1K2
S209_20190117 16 BNA_mPFC2 NA K2K1
S209_20190117 17 BNA_mPFC2 NA K2K1
S209_20190117 18 BNA_mPFC2 NA K2K1
S211_20190131 1 BNA_mPFC2 0.134687343008158 B1B2
S211_20190131 2 BNA_mPFC2 NA B1B2
S211_20190131 3 BNA_mPFC2 NA B1B2
S211_20190131 4 BNA_mPFC2 0.0497347098829895 B2B1
S211_20190131 5 BNA_mPFC2 NA B2B1
S211_20190131 6 BNA_mPFC2 NA B2B1
S211_20190131 7 BNA_mPFC2 0.08664907506003 K1K2
S211_20190131 8 BNA_mPFC2 -0.0671118883089426 K1K2
S211_20190131 9 BNA_mPFC2 0.100603019646453 K1K2
S211_20190131 10 BNA_mPFC2 -0.0415203138781023 K1K2
S211_20190131 11 BNA_mPFC2 -0.032761122583132 K1K2
S211_20190131 12 BNA_mPFC2 0.0127008695287624 K1K2
S211_20190131 13 BNA_mPFC2 NA K2K1
S211_20190131 14 BNA_mPFC2 0.0188538503979684 K2K1
S211_20190131 15 BNA_mPFC2 NA K2K1
S212_20190210 1 BNA_mPFC2 0.0497481802507657 B1B2
S212_20190210 2 BNA_mPFC2 0.00773049129095495 B1B2
S212_20190210 3 BNA_mPFC2 NA B1B2
S212_20190210 4 BNA_mPFC2 NA B1B2
S212_20190210 5 BNA_mPFC2 -0.0023588131192049 B2B1
S212_20190210 6 BNA_mPFC2 0.00416823484644008 B2B1
S212_20190210 7 BNA_mPFC2 0.0127840868572671 B2B1
S212_20190210 8 BNA_mPFC2 0.11348732603538 B2B1
S212_20190210 9 BNA_mPFC2 0.18121583709684 B2B1
S212_20190210 10 BNA_mPFC2 NA B2B1
S212_20190210 11 BNA_mPFC2 0.135772928894076 K1K2
S212_20190210 12 BNA_mPFC2 0.0790968729850195 K1K2
S212_20190210 13 BNA_mPFC2 0.125824720557665 K1K2
